,Unnamed: 0,roundId,roundNumber,roundTimeMillis,killId,tradedByKillId,tradedForKillId,bombId,resId,playerId,assists,referencePlayerId,eventType,damageType,weapon,impact,attackingWinProbabilityBefore,attackingWinProbabilityAfter,attackingTeamId,matchId
2103,2103,1231388,7,82350,9984481.0,,,,,2483.0,"[{'assistId': 3635867, 'assistantId': 398, 'damage': 0}]",750.0,kill,weapon,Vandal,0.3187372900510366,0.41485767091908216,0.7335949609701188,6426,79016
2104,2104,1231388,7,92317,9984483.0,,,,,10211.0,[],398.0,kill,weapon,Operator,0.3438485949246187,0.5975393321708637,0.253690737246245,6426,79016
2278,2278,1231388,7,55439,9984476.0,,,,,1690.0,"[{'assistId': 3635862, 'assistantId': 17788, 'damage': 123}]",3211.0,kill,weapon,Phantom,0.184726942210054,0.4535098799225815,0.2687829377125275,6426,79017
2279,2279,1231388,7,60534,9984482.0,,,,,17788.0,"[{'assistId': 3635869, 'assistantId': 750, 'damage': 0}, {'assistId': 3635868, 'assistantId': 2056, 'damage': 0}]",2841.0,kill,weapon,Phantom,0.17456694521345595,0.2670193597209661,0.09245241450751014,6426,79017
2280,2280,1231388,7,62353,9984477.0,,,,,1690.0,"[{'assistId': 3635863, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.05770732505657247,0.09245241450751014,0.03474508945093766,6426,79017
2281,2281,1231388,7,65395,9984478.0,,,,,398.0,"[{'assistId': 3635864, 'assistantId': 2841, 'damage': 74}, {'assistId': 3635865, 'assistantId': 2483, 'damage': 200}]",1690.0,kill,weapon,Vandal,0.05131546765524786,0.03474508945093766,0.08606055710618553,6426,79017
2282,2282,1231388,7,74804,9984479.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.12528181201369598,0.08003394751900401,0.20531575953269998,6426,79017
2283,2283,1231388,7,81843,9984480.0,,,,,2483.0,"[{'assistId': 3635866, 'assistantId': 398, 'damage': 0}]",2056.0,kill,weapon,Vandal,0.2142939968106919,0.20056367410839027,0.41485767091908216,6426,79017
2284,2284,1231388,7,82350,9984481.0,,,,,2483.0,"[{'assistId': 3635867, 'assistantId': 398, 'damage': 0}]",750.0,kill,weapon,Vandal,0.3187372900510366,0.41485767091908216,0.7335949609701188,6426,79017
2285,2285,1231388,7,92317,9984483.0,,,,,10211.0,[],398.0,kill,weapon,Operator,0.3438485949246187,0.5975393321708637,0.253690737246245,6426,79017
2459,2459,1231388,7,55439,9984476.0,,,,,1690.0,"[{'assistId': 3635862, 'assistantId': 17788, 'damage': 123}]",3211.0,kill,weapon,Phantom,0.184726942210054,0.4535098799225815,0.2687829377125275,6426,79018
2460,2460,1231388,7,60534,9984482.0,,,,,17788.0,"[{'assistId': 3635869, 'assistantId': 750, 'damage': 0}, {'assistId': 3635868, 'assistantId': 2056, 'damage': 0}]",2841.0,kill,weapon,Phantom,0.17456694521345595,0.2670193597209661,0.09245241450751014,6426,79018
2461,2461,1231388,7,62353,9984477.0,,,,,1690.0,"[{'assistId': 3635863, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.05770732505657247,0.09245241450751014,0.03474508945093766,6426,79018
2462,2462,1231388,7,65395,9984478.0,,,,,398.0,"[{'assistId': 3635864, 'assistantId': 2841, 'damage': 74}, {'assistId': 3635865, 'assistantId': 2483, 'damage': 200}]",1690.0,kill,weapon,Vandal,0.05131546765524786,0.03474508945093766,0.08606055710618553,6426,79018
2463,2463,1231388,7,74804,9984479.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.12528181201369598,0.08003394751900401,0.20531575953269998,6426,79018
2464,2464,1231388,7,81843,9984480.0,,,,,2483.0,"[{'assistId': 3635866, 'assistantId': 398, 'damage': 0}]",2056.0,kill,weapon,Vandal,0.2142939968106919,0.20056367410839027,0.41485767091908216,6426,79018
2465,2465,1231388,7,82350,9984481.0,,,,,2483.0,"[{'assistId': 3635867, 'assistantId': 398, 'damage': 0}]",750.0,kill,weapon,Vandal,0.3187372900510366,0.41485767091908216,0.7335949609701188,6426,79018
2466,2466,1231388,7,92317,9984483.0,,,,,10211.0,[],398.0,kill,weapon,Operator,0.3438485949246187,0.5975393321708637,0.253690737246245,6426,79018
2109,2109,1231389,8,31962,9984485.0,,,,,2716.0,[],750.0,kill,weapon,Operator,0.19796048893105614,0.4208003230071223,0.6187608119381784,6426,79016
2110,2110,1231389,8,36515,9984488.0,9984492.0,,,,3211.0,[],1690.0,kill,ability,Overdrive,0.2547121053177346,0.6187608119381784,0.873472917255913,6426,79016
2111,2111,1231389,8,36601,9984492.0,,9984488.0,,,10211.0,"[{'assistId': 3635872, 'assistantId': 1690, 'damage': 117}]",3211.0,kill,weapon,Operator,0.17226806941235084,0.873472917255913,0.7012048478435622,6426,79016
2290,2290,1231389,8,31962,9984485.0,,,,,2716.0,[],750.0,kill,weapon,Operator,0.19796048893105614,0.4208003230071223,0.6187608119381784,6426,79017
2291,2291,1231389,8,36515,9984488.0,9984492.0,,,,3211.0,[],1690.0,kill,ability,Overdrive,0.2547121053177346,0.6187608119381784,0.873472917255913,6426,79017
2292,2292,1231389,8,36601,9984492.0,,9984488.0,,,10211.0,"[{'assistId': 3635872, 'assistantId': 1690, 'damage': 117}]",3211.0,kill,weapon,Operator,0.17226806941235084,0.873472917255913,0.7012048478435622,6426,79017
2471,2471,1231389,8,31962,9984485.0,,,,,2716.0,[],750.0,kill,weapon,Operator,0.19796048893105614,0.4208003230071223,0.6187608119381784,6426,79018
2472,2472,1231389,8,36515,9984488.0,9984492.0,,,,3211.0,[],1690.0,kill,ability,Overdrive,0.2547121053177346,0.6187608119381784,0.873472917255913,6426,79018
2473,2473,1231389,8,36601,9984492.0,,9984488.0,,,10211.0,"[{'assistId': 3635872, 'assistantId': 1690, 'damage': 117}]",3211.0,kill,weapon,Operator,0.17226806941235084,0.873472917255913,0.7012048478435622,6426,79018
2129,2129,1231391,10,14400,9984503.0,,,,,2483.0,[],2056.0,kill,ability,Hunters Fury,0.362635497362084,0.3966796684245983,0.7593151657866822,6426,79016
2130,2130,1231391,10,22979,9984506.0,,,,,10211.0,"[{'assistId': 3635876, 'assistantId': 2056, 'damage': 25}]",2841.0,kill,ability,Tour de Force,0.21904672384124746,0.7591526508280071,0.5401059269867596,6426,79016
2131,2131,1231391,10,25937,9984502.0,,,,,2716.0,[],17788.0,kill,weapon,Vandal,0.2409136334636277,0.5391214653668099,0.7800350988304378,6426,79016
2132,2132,1231391,10,39879,9984505.0,9984504.0,,,,750.0,[],3211.0,kill,weapon,Vandal,0.2445519466137983,0.7800350988304378,0.5354831522166394,6426,79016
2133,2133,1231391,10,40088,9984504.0,,9984505.0,,,2483.0,"[{'assistId': 3635875, 'assistantId': 3211, 'damage': 130}]",750.0,kill,weapon,Guardian,0.2690402296812471,0.5354831522166394,0.8045233818978865,6426,79016
2310,2310,1231391,10,14400,9984503.0,,,,,2483.0,[],2056.0,kill,ability,Hunters Fury,0.362635497362084,0.3966796684245983,0.7593151657866822,6426,79017
2311,2311,1231391,10,22979,9984506.0,,,,,10211.0,"[{'assistId': 3635876, 'assistantId': 2056, 'damage': 25}]",2841.0,kill,ability,Tour de Force,0.21904672384124746,0.7591526508280071,0.5401059269867596,6426,79017
2312,2312,1231391,10,25937,9984502.0,,,,,2716.0,[],17788.0,kill,weapon,Vandal,0.2409136334636277,0.5391214653668099,0.7800350988304378,6426,79017
2313,2313,1231391,10,39879,9984505.0,9984504.0,,,,750.0,[],3211.0,kill,weapon,Vandal,0.2445519466137983,0.7800350988304378,0.5354831522166394,6426,79017
2314,2314,1231391,10,40088,9984504.0,,9984505.0,,,2483.0,"[{'assistId': 3635875, 'assistantId': 3211, 'damage': 130}]",750.0,kill,weapon,Guardian,0.2690402296812471,0.5354831522166394,0.8045233818978865,6426,79017
2491,2491,1231391,10,14400,9984503.0,,,,,2483.0,[],2056.0,kill,ability,Hunters Fury,0.362635497362084,0.3966796684245983,0.7593151657866822,6426,79018
2492,2492,1231391,10,22979,9984506.0,,,,,10211.0,"[{'assistId': 3635876, 'assistantId': 2056, 'damage': 25}]",2841.0,kill,ability,Tour de Force,0.21904672384124746,0.7591526508280071,0.5401059269867596,6426,79018
2493,2493,1231391,10,25937,9984502.0,,,,,2716.0,[],17788.0,kill,weapon,Vandal,0.2409136334636277,0.5391214653668099,0.7800350988304378,6426,79018
2494,2494,1231391,10,39879,9984505.0,9984504.0,,,,750.0,[],3211.0,kill,weapon,Vandal,0.2445519466137983,0.7800350988304378,0.5354831522166394,6426,79018
2495,2495,1231391,10,40088,9984504.0,,9984505.0,,,2483.0,"[{'assistId': 3635875, 'assistantId': 3211, 'damage': 130}]",750.0,kill,weapon,Guardian,0.2690402296812471,0.5354831522166394,0.8045233818978865,6426,79018
2140,2140,1231392,11,6523,9984512.0,,,,,3211.0,[],1690.0,kill,weapon,Spectre,0.21532168609106905,0.457157152397577,0.6724788384886461,6426,79016
2141,2141,1231392,11,17329,9984513.0,,,,,2056.0,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211.0,kill,weapon,Vandal,0.14020279161667548,0.6724788384886461,0.5322760468719706,6426,79016
2142,2142,1231392,11,24215,9984509.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.21782462832555505,0.5320547061084879,0.749879334434043,6426,79016
2321,2321,1231392,11,6523,9984512.0,,,,,3211.0,[],1690.0,kill,weapon,Spectre,0.21532168609106905,0.457157152397577,0.6724788384886461,6426,79017
2322,2322,1231392,11,17329,9984513.0,,,,,2056.0,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211.0,kill,weapon,Vandal,0.14020279161667548,0.6724788384886461,0.5322760468719706,6426,79017
2323,2323,1231392,11,24215,9984509.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.21782462832555505,0.5320547061084879,0.749879334434043,6426,79017
2502,2502,1231392,11,6523,9984512.0,,,,,3211.0,[],1690.0,kill,weapon,Spectre,0.21532168609106905,0.457157152397577,0.6724788384886461,6426,79018
2503,2503,1231392,11,17329,9984513.0,,,,,2056.0,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211.0,kill,weapon,Vandal,0.14020279161667548,0.6724788384886461,0.5322760468719706,6426,79018
2504,2504,1231392,11,24215,9984509.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.21782462832555505,0.5320547061084879,0.749879334434043,6426,79018
2152,2152,1231393,12,10446,9984525.0,9984520.0,,,,10211.0,"[{'assistId': 3635880, 'assistantId': 2056, 'damage': 0}]",398.0,kill,weapon,Operator,0.19463833796930208,0.4432536081183033,0.2486152701490012,6426,79016
2153,2153,1231393,12,11416,9984520.0,,9984525.0,,,2716.0,[],10211.0,kill,ability,Tour de Force,0.24761759448111345,0.2486152701490012,0.4962328646301146,6426,79016
2154,2154,1231393,12,27729,9984521.0,,,,,2716.0,[],2056.0,kill,ability,Tour de Force,0.2735244269432758,0.4950200170201253,0.7685444439634008,6426,79016
2155,2155,1231393,12,33136,9984523.0,,,,,3211.0,[],750.0,kill,weapon,Vandal,0.1796438400719007,0.7685444439634008,0.9481882840353018,6426,79016
2333,2333,1231393,12,10446,9984525.0,9984520.0,,,,10211.0,"[{'assistId': 3635880, 'assistantId': 2056, 'damage': 0}]",398.0,kill,weapon,Operator,0.19463833796930208,0.4432536081183033,0.2486152701490012,6426,79017
2334,2334,1231393,12,11416,9984520.0,,9984525.0,,,2716.0,[],10211.0,kill,ability,Tour de Force,0.24761759448111345,0.2486152701490012,0.4962328646301146,6426,79017
2335,2335,1231393,12,27729,9984521.0,,,,,2716.0,[],2056.0,kill,ability,Tour de Force,0.2735244269432758,0.4950200170201253,0.7685444439634008,6426,79017
2336,2336,1231393,12,33136,9984523.0,,,,,3211.0,[],750.0,kill,weapon,Vandal,0.1796438400719007,0.7685444439634008,0.9481882840353018,6426,79017
2514,2514,1231393,12,10446,9984525.0,9984520.0,,,,10211.0,"[{'assistId': 3635880, 'assistantId': 2056, 'damage': 0}]",398.0,kill,weapon,Operator,0.19463833796930208,0.4432536081183033,0.2486152701490012,6426,79018
2515,2515,1231393,12,11416,9984520.0,,9984525.0,,,2716.0,[],10211.0,kill,ability,Tour de Force,0.24761759448111345,0.2486152701490012,0.4962328646301146,6426,79018
2516,2516,1231393,12,27729,9984521.0,,,,,2716.0,[],2056.0,kill,ability,Tour de Force,0.2735244269432758,0.4950200170201253,0.7685444439634008,6426,79018
2517,2517,1231393,12,33136,9984523.0,,,,,3211.0,[],750.0,kill,weapon,Vandal,0.1796438400719007,0.7685444439634008,0.9481882840353018,6426,79018
2184,2184,1231397,16,76173,9984548.0,,,,,2716.0,"[{'assistId': 3635892, 'assistantId': 2483, 'damage': 0}, {'assistId': 3635891, 'assistantId': 2841, 'damage': 0}]",17788.0,kill,weapon,Operator,0.039467500467031465,0.14070549427600065,0.1012379938089692,224,79016
2185,2185,1231397,16,78079,9984549.0,9984546.0,,,,2716.0,"[{'assistId': 3635893, 'assistantId': 2841, 'damage': 0}, {'assistId': 3635894, 'assistantId': 2483, 'damage': 0}]",10211.0,kill,weapon,Classic,0.054751964525999966,0.1012379938089692,0.046486029282969216,224,79016
2186,2186,1231397,16,79143,9984546.0,,9984549.0,,,1690.0,"[{'assistId': 3635889, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Sheriff,0.10446916537991276,0.046486029282969216,0.150955194662882,224,79016
2187,2187,1231397,16,79400,9984551.0,,,,,2056.0,[],2483.0,kill,weapon,Marshal,0.20933796004032054,0.150955194662882,0.36029315470320256,224,79016
2365,2365,1231397,16,76173,9984548.0,,,,,2716.0,"[{'assistId': 3635892, 'assistantId': 2483, 'damage': 0}, {'assistId': 3635891, 'assistantId': 2841, 'damage': 0}]",17788.0,kill,weapon,Operator,0.039467500467031465,0.14070549427600065,0.1012379938089692,224,79017
2366,2366,1231397,16,78079,9984549.0,9984546.0,,,,2716.0,"[{'assistId': 3635893, 'assistantId': 2841, 'damage': 0}, {'assistId': 3635894, 'assistantId': 2483, 'damage': 0}]",10211.0,kill,weapon,Classic,0.054751964525999966,0.1012379938089692,0.046486029282969216,224,79017
2367,2367,1231397,16,79143,9984546.0,,9984549.0,,,1690.0,"[{'assistId': 3635889, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Sheriff,0.10446916537991276,0.046486029282969216,0.150955194662882,224,79017
2368,2368,1231397,16,79400,9984551.0,,,,,2056.0,[],2483.0,kill,weapon,Marshal,0.20933796004032054,0.150955194662882,0.36029315470320256,224,79017
2546,2546,1231397,16,76173,9984548.0,,,,,2716.0,"[{'assistId': 3635892, 'assistantId': 2483, 'damage': 0}, {'assistId': 3635891, 'assistantId': 2841, 'damage': 0}]",17788.0,kill,weapon,Operator,0.039467500467031465,0.14070549427600065,0.1012379938089692,224,79018
2547,2547,1231397,16,78079,9984549.0,9984546.0,,,,2716.0,"[{'assistId': 3635893, 'assistantId': 2841, 'damage': 0}, {'assistId': 3635894, 'assistantId': 2483, 'damage': 0}]",10211.0,kill,weapon,Classic,0.054751964525999966,0.1012379938089692,0.046486029282969216,224,79018
2548,2548,1231397,16,79143,9984546.0,,9984549.0,,,1690.0,"[{'assistId': 3635889, 'assistantId': 2056, 'damage': 0}]",2716.0,kill,weapon,Sheriff,0.10446916537991276,0.046486029282969216,0.150955194662882,224,79018
2549,2549,1231397,16,79400,9984551.0,,,,,2056.0,[],2483.0,kill,weapon,Marshal,0.20933796004032054,0.150955194662882,0.36029315470320256,224,79018
2194,2194,1231398,17,59981,9984554.0,,,,,1690.0,"[{'assistId': 3635896, 'assistantId': 2056, 'damage': 0}]",3211.0,kill,weapon,Phantom,0.2258958951825855,0.4863424653751318,0.7122383605577173,224,79016
2195,2195,1231398,17,62006,9984557.0,,,,,2483.0,[],2056.0,kill,weapon,Vandal,0.2032513700096834,0.7122383605577173,0.5089869905480339,224,79016
2196,2196,1231398,17,73406,9984558.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.25457718633798965,0.4932110179447442,0.23863383160675464,224,79016
2375,2375,1231398,17,59981,9984554.0,,,,,1690.0,"[{'assistId': 3635896, 'assistantId': 2056, 'damage': 0}]",3211.0,kill,weapon,Phantom,0.2258958951825855,0.4863424653751318,0.7122383605577173,224,79017
2376,2376,1231398,17,62006,9984557.0,,,,,2483.0,[],2056.0,kill,weapon,Vandal,0.2032513700096834,0.7122383605577173,0.5089869905480339,224,79017
2377,2377,1231398,17,73406,9984558.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.25457718633798965,0.4932110179447442,0.23863383160675464,224,79017
2556,2556,1231398,17,59981,9984554.0,,,,,1690.0,"[{'assistId': 3635896, 'assistantId': 2056, 'damage': 0}]",3211.0,kill,weapon,Phantom,0.2258958951825855,0.4863424653751318,0.7122383605577173,224,79018
2557,2557,1231398,17,62006,9984557.0,,,,,2483.0,[],2056.0,kill,weapon,Vandal,0.2032513700096834,0.7122383605577173,0.5089869905480339,224,79018
2558,2558,1231398,17,73406,9984558.0,,,,,2483.0,[],17788.0,kill,weapon,Vandal,0.25457718633798965,0.4932110179447442,0.23863383160675464,224,79018
2204,2204,1231399,18,5970,9984562.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.2318135262723291,0.5076937098136609,0.7395072360859899,224,79016
2205,2205,1231399,18,33118,9984568.0,,,,,17788.0,"[{'assistId': 3635903, 'assistantId': 2056, 'damage': 80}]",398.0,kill,weapon,Phantom,0.20341252886814945,0.7385715247999984,0.941984053668148,224,79016
2206,2206,1231399,18,44350,9984566.0,,,,,2841.0,"[{'assistId': 3635902, 'assistantId': 2483, 'damage': 64}, {'assistId': 3635901, 'assistantId': 398, 'damage': 78}]",2056.0,kill,weapon,Phantom,0.15748793327681088,0.941984053668148,0.784496120391337,224,79016
2207,2207,1231399,18,54121,9984563.0,,,,,1690.0,[],2483.0,kill,weapon,Phantom,0.16405211473606052,0.784496120391337,0.9485482351273976,224,79016
2208,2208,1231399,18,62887,9984567.0,9984565.0,,,,2841.0,[],750.0,kill,weapon,Phantom,0.15343842669288865,0.947004688162574,0.7935662614696852,224,79016
2209,2209,1231399,18,63988,9984564.0,,,,,1690.0,"[{'assistId': 3635899, 'assistantId': 17788, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.17455412465216014,0.7935662614696852,0.9681203861218454,224,79016
2210,2210,1231399,18,65108,9984565.0,,9984567.0,,,1690.0,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841.0,kill,weapon,Phantom,0.027628938162545857,0.9681203861218454,0.9957493242843912,224,79016
2385,2385,1231399,18,5970,9984562.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.2318135262723291,0.5076937098136609,0.7395072360859899,224,79017
2386,2386,1231399,18,33118,9984568.0,,,,,17788.0,"[{'assistId': 3635903, 'assistantId': 2056, 'damage': 80}]",398.0,kill,weapon,Phantom,0.20341252886814945,0.7385715247999984,0.941984053668148,224,79017
2387,2387,1231399,18,44350,9984566.0,,,,,2841.0,"[{'assistId': 3635902, 'assistantId': 2483, 'damage': 64}, {'assistId': 3635901, 'assistantId': 398, 'damage': 78}]",2056.0,kill,weapon,Phantom,0.15748793327681088,0.941984053668148,0.784496120391337,224,79017
2388,2388,1231399,18,54121,9984563.0,,,,,1690.0,[],2483.0,kill,weapon,Phantom,0.16405211473606052,0.784496120391337,0.9485482351273976,224,79017
2389,2389,1231399,18,62887,9984567.0,9984565.0,,,,2841.0,[],750.0,kill,weapon,Phantom,0.15343842669288865,0.947004688162574,0.7935662614696852,224,79017
2390,2390,1231399,18,63988,9984564.0,,,,,1690.0,"[{'assistId': 3635899, 'assistantId': 17788, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.17455412465216014,0.7935662614696852,0.9681203861218454,224,79017
2391,2391,1231399,18,65108,9984565.0,,9984567.0,,,1690.0,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841.0,kill,weapon,Phantom,0.027628938162545857,0.9681203861218454,0.9957493242843912,224,79017
2566,2566,1231399,18,5970,9984562.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.2318135262723291,0.5076937098136609,0.7395072360859899,224,79018
2567,2567,1231399,18,33118,9984568.0,,,,,17788.0,"[{'assistId': 3635903, 'assistantId': 2056, 'damage': 80}]",398.0,kill,weapon,Phantom,0.20341252886814945,0.7385715247999984,0.941984053668148,224,79018
2568,2568,1231399,18,44350,9984566.0,,,,,2841.0,"[{'assistId': 3635902, 'assistantId': 2483, 'damage': 64}, {'assistId': 3635901, 'assistantId': 398, 'damage': 78}]",2056.0,kill,weapon,Phantom,0.15748793327681088,0.941984053668148,0.784496120391337,224,79018
2569,2569,1231399,18,54121,9984563.0,,,,,1690.0,[],2483.0,kill,weapon,Phantom,0.16405211473606052,0.784496120391337,0.9485482351273976,224,79018
2570,2570,1231399,18,62887,9984567.0,9984565.0,,,,2841.0,[],750.0,kill,weapon,Phantom,0.15343842669288865,0.947004688162574,0.7935662614696852,224,79018
2571,2571,1231399,18,63988,9984564.0,,,,,1690.0,"[{'assistId': 3635899, 'assistantId': 17788, 'damage': 0}]",2716.0,kill,weapon,Phantom,0.17455412465216014,0.7935662614696852,0.9681203861218454,224,79018
2572,2572,1231399,18,65108,9984565.0,,9984567.0,,,1690.0,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841.0,kill,weapon,Phantom,0.027628938162545857,0.9681203861218454,0.9957493242843912,224,79018
2065,2065,1231384,3,33393,9984455.0,,,,,2716.0,"[{'assistId': 3635856, 'assistantId': 2841, 'damage': 0}]",10211.0,kill,weapon,Vandal,0.22145993777093356,0.5542235224580752,0.7756834602290087,6426,79016
2066,2066,1231384,3,37016,9984451.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.17459747389082025,0.7756834602290087,0.6010859863381884,6426,79016
2067,2067,1231384,3,41921,9984453.0,,,,,2841.0,[],17788.0,kill,weapon,Vandal,0.17540310705299045,0.6010859863381884,0.7764890933911789,6426,79016
2246,2246,1231384,3,33393,9984455.0,,,,,2716.0,"[{'assistId': 3635856, 'assistantId': 2841, 'damage': 0}]",10211.0,kill,weapon,Vandal,0.22145993777093356,0.5542235224580752,0.7756834602290087,6426,79017
2247,2247,1231384,3,37016,9984451.0,,,,,1690.0,[],3211.0,kill,weapon,Phantom,0.17459747389082025,0.7756834602290087,0.6010859863381884,6426,79017
